# 这是本地源列表，一行一个源，格式为：频道名称,接口地址$!
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address$!
# Support setting whitelist: add  after the interface$!

华视,rtmp://f13h.mine.nu/sat/tv111
广西巴马综合,https://rtmp.gdlive.gdmain.com:443/live/028exb80.m3u8$!
广西都安综合,https://lives.myun.tv:443/live/09em42ol.m3u8$!
广西东兰综合,https://rtmp.gdlive.gdmain.com:443/live/09aony85.m3u8$!
广西象州综合,https://livesec.mudu.tv:443/watch/9n9dc8.m3u8$!
广西贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8$!
广西广西贺州,http://zhz.gxhzxw.com:2935/live/HZXW-HD/chunklist.m3u8$!

安徽卫视,https://live1.ahtv.cn/ahws/playlist.m3u8?_upt=d3744fcc1743789552
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1743782407&sign=9f98aa9814c368e37db64c31e2f67812
东南卫视,https://live1-fuyun.fjtv.net/dnpd/hd/live.m3u8?_upt=a2104ea71743792411
东方卫视,https://bp-cdn-ali.bestv.cn/enhance/bestvdfws_enhance.m3u8?auth_key=1743829206-a8f8583c7d534ef1a7f7ce14082bc626-0-2ba0c323636f604a6177baa44cfc82cc
甘肃卫视,https://hls.gstv.com.cn/skt649/w0w7k2.m3u8
广西卫视,https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8
贵州卫视,https://9bwaz8y2.gzstv.com/live/CH01_lo.m3u8?txSecret=559799e85a82c360dad187099cd0d967&txTime=67F001D4
海南卫视,https://livelyws.chinamcache.com/lyws/newzb02.m3u8?auth_key=1726280384-0-0-2d49871fcd872001aea079c68303991c
河北卫视,https://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=1743789614&k=77c28e395131580627ff386520257333
黑龙江卫视,https://idclive.hljtv.com:4430/live/hljws_own.m3u8
河南卫视,http://tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=2830e40c341f83c0b339a3a45c639c76&wsTime=1743796807&wsSession=d208edfeb9fbe3d0c3d27193-174378240758614&wsIPSercert=965199407363e75c3ccb566d6f002965&wsiphost=local&wsBindIP=1
吉林卫视,https://hls.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/index.m3u8?txSecret=fda1058edd719608f06529b7cb5da4dc&txTime=67F03A52
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/3208526general.m3u8?txSecret=eb5a3102dd5406c7ffeddf560b024952&txTime=76B2F9A0
青海卫视,https://stream.qhbtv.com/qhws/playlist.m3u8?_upt=7778afd91743789615
山东卫视,{SHANDONGTV}
山西卫视,https://livehhhttps.sxrtv.com/lsdream/q8RVWgs/1000/81sqnR0.m3u8
陕西卫视,http://stream.snrtv.com/sxbc-star-desyTU.m3u8
西藏卫视,https://tv.vtibet.cn/live/h701F9MpxzPDyE.m3u8?secret=e09765d3c2e4a35e5cbe0cc8d64e8731&time=67f00205
新疆卫视,https://slstplay.xjtvs.com.cn/xjtv1/xjtv1stream.m3u8?auth_key=1743786002-2-2-a243c020617be6dd7bed83b155e202be&aliyun_uuid=8aa54eff-b06c-46d4-b3ca-7bf2bc00d9b6
云南卫视,https://hwapi.yntv.net/62hdvf/nqyn7w.m3u8

